Abendrothschule<br>Grundschule,Abendroth-GS@cuxhaven.de
Marienschule Strücklingen<br>Katholische Grundschule,marienschule.struecklingen@ewetel.net
Marienschule Twist<br>Grundschule,marienschule-twist@t-online.de
Marie Ulfers Schule<br>Grundschule Carolinensiel,grundschule.caro@t-online.de
Marion-Dönhoff-Gymnasium<br>,sekretariat@mdg-nienburg.de
Marion-Dönhoff-Schule<br>OBS mit Förderklassen körperl. und motorische Entwicklungich,mds@wilhelmshaven.de
Martin-Luther-Schule<br>Grundschule f. Schüler Ev. Bek,Martin-Luther-Schule-Vechta@t-online.de
Martin-Luther-Schule<br>Grundschule,sekretariat@martin-luther-schule.de
Martino-Katharineum<br>Gymnasium,mk-info@braunschweig.de
Martinus-Oberschule Haren<br>,info@oberschule-haren.de
Martinusschule<br>Grundschule f. Schüler kath. Bek.,Martinusschule.Bramsche@t-online.de
Matthias-Claudius-Gymnasium<br>,schule@mcg-gehrden.de
Matthias-Claudius-Schule<br>Grundschule,gs.mcs.lin@t-online.de
Mauritius-Schule<br>Grundschule f. Schüler kath. Bek,gs-mauritiusschule@schulen-hildesheim.de
Mauritius-Schule<br>Grundschule,mauritius-schule-ebstorf@t-online.de
Max-Born-Realschule<br>,max-born-rs@pyrmont.de
Maximilian-Kolbe-Schule<br>Grundschule in Gerblingerode,Grundschule.Gerblingerode@t-online.de
Maximilianschule Rütenbrock<br>Grund- und Oberschule,info@maximilianschule.de
Max-Planck-Gymnasium<br>,info@mpg-del.de
Max-Planck-Gymnasium<br>,mpg@goettingen.de
Max-Windmüller-Gymnasium<br>,email@max-emden.de
Menckeschule<br>Grundschule,menckeschule@osterholz-scharmbeck.de
Meyerhofschule<br>Grundschule,Meyerhofschule-Bramsche@t-online.de
Mühlenbachschule<br>Grundschule Venne,gsvenne@web.de
Mühlenbergschule<br>Hauptschule,hs@muehlenbergschule.de
Mühlenbergschule-Grundschule<br>,gsmuehlenberg.osloss@t-online.de
Mühlenkampschule<br>Grundschule,gs.muehlenkamp@diepholz.eu
Mühlenschule Holm-Seppensen<br>Grundschule,verwaltung@muehlenschule.de
Mühlenschule Suhlendorf<br>Grundschule,gsmuehlenschule@gmx.de
Michael-Ende-Schule<br>Grundschule,sekretariat@michaelendeschule.de
Michael Ende Schule - Grundschule<br>mit Förderschulkl. Schwerpkt. Sprache,sekretariat@Michael-Ende-Schule-Neustadt.de
Michaelisschule<br>Grundschule,info@michaelisschule-oesede.de
Michaelschule<br>Grundschule,info@michaelgrundschule.de
Michaelschule<br>Oberschule in kirchl. Trägersch.,obsmichael@t-online.de
Michaelschule Tinnen<br>,michaelschule.tinnen@gmail.com
Michelsenschule<br>Gymnasium und Berufsbildende Schulen,sekretariat@michelsen.schule
Mira-Lobe-Schule<br>FöS Schwpt. körp. u. motor. Entwicklung,mira-lobe-schule@diakovere.de 
Missionsgymnasium St. Antonius<br>in freier Trägerschaft,Missionsgymnasium@bardel.de
Mittelkanalschule<br>Grundschule,mittelkanalschule@ewetel.net
Molitoris-Schule<br>Oberschule mit gymn. Angebot,schulleitung@molitorisschule.de
Montessori-Grundschule<br>Altländer Viertel,GS.Montessori.AV@t-online.de
Montessori-Grundschule Rotenburg<br>in freier Trägerschaft,info@montessori-rotenburg.de
Montessori-Grundschule Walsrode<br>- Ersatzschule in freier Trägerschaft -,info@montessori-schule-walsro.de
Montessori Schule<br>Integrierte Gesamtschule,sekretariat@montessori-regionhannover.de
Montessori-Schule Lueneburg<br>,info@montessori-lueneburg.de
Montessori-Schulen der  ASG-GmbH<br>,info@montessori-schule-goettingen.de
Montessori Wedemark<br>Grundschule,grundschule@montessori-wedemark.de
Montessori Zentrum Celle e.V.<br>- Grundschule und Realschule - (Ersatzschule),Schulleitung@montessori-schule-celle.de
Möörkenschule Realschule<br>,moeoerkenschule@t-online.de
Möser-Realschule am Westerberg<br>,mosnabrueck@t-online.de
Neue-Auetal-Schule Lüder<br>Montessori-Grundschule in freier Trägerschaft (Ersatzschule),madushani.monard@neue-auetal-schule.de
Neue IGS Göttingen<br>,neue.igs@goettingen.de
Neue Oberschule<br>Gymnasium,Neue.Oberschule@Braunschweig.de
Neue Schule Wolfsburg<br>,sekretariat@neue-schule-wolfsburg.de
Neues Gymnasium Oldenburg<br>,sekretariat@neuesgymnasium.de
Neues Gymnasium Wilhelmshaven<br>,sekretariat@ngw-online.de
Nibelungen-Realschule<br>,info@rsnibelungen.de
Nicolaischule<br>Grundschule,gs-nicolai-herzberg@t-online.de
Nicolaischule<br>Grundschule,info@nicolaischule-verden.de
Nicolas-Born-Schule Dannenberg<br>Oberschule,rsdan@gmx.de
Niedersächsisches Internatsgymnasium<br>Bad Bederkesa,schule@nigb.de
Niedersächsisches Internatsgymnasium<br>Bad Harzburg,info@nig-online.de
Nieders. Internatsgymnasium<br>,Schulleitung@nige.niedersachsen.de
Niels-Stensen-Schule<br>Grundschule f. Schüler kath. Bek,gs14@hameln.de
Nils-Holgersson-Grundschule<br>,info@nils-holgersson-grundschule.de
Nils Holgersson Grundschule<br> Thedinghausen,schulleitung@grundschule-thedinghausen.de
Nordertorschule<br>Grundschule,nts-nienburg@t-online.de
Oberharz-Gymnasium<br>,schulleitung@gymnasium-braunlage.de
Oberschule 1 Nordenham<br>,obs1@obs1-nordenham.de
Oberschule Achtern Diek<br>mit gymnasialem Angebot,sekretariat@oberschule-dorum.de
Oberschule Alexanderstraße<br>,schulleitung@obs-alex.de
Oberschule am Buchwedel<br>,schulbuero@obs-stelle.de
Oberschule am Goldbach<br>,Schule.Goldbach@t-online.de
Oberschule am Luisenhof<br>,schulleitung@schuleamluisenhof.de
Oberschule am Sonnenberg<br>,sekretariat@obsamsonnenberg.de
Oberschule am Sonnensee<br>,sekretariat@obs-bissendorf.de
Oberschule am Wasserturm<br>,info@saw.lueneburg.de
Oberschule Apensen<br>,sekretariat@schulzentrum-apensen.de
Oberschule Artland<br>,info@obs-artland.de
Oberschule Augustfehn<br>,hrs.augustfehn@ewetel.net
Oberschule Bad Bodenteich<br>,Sekretariat@oberschule-bad-bodenteich.de
Oberschule Badenhausen<br>,sekretariat@obs-badenhausen.de
Oberschule Bad Essen<br>,info@oberschule-badessen.de
Oberschule Bad Gandersheim<br>,info@oberschule-gan.de
Oberschule Bad Sachsa<br>,sekretariat@obs-bad-sachsa.de
Oberschule Bad Zwischenahn<br>,oberschule@bad-zwischenahn.de
Oberschule Bassum<br>mit gymn. Angebot,info@obs-bassum.de
Oberschule Bückeburg<br>,sekretariat@obs-bbg.de
Oberschule Berenbostel<br>,sekretariat@obsberenbostel.de
Oberschule Berne<br>,schulzentrum-berne@t-online.de
Oberschule Bevern<br>,schulleitung@hrs-bevern.de
Oberschule Beverstedt<br>,ganztagsschule@oberschule-beverstedt.de
Oberschule Bockenem<br>,obs-bockenem@t-online.de
Oberschule Bockhorn<br>,sekretariat@obs-bockhorn.de
Oberschule Bodenwerder<br>,Schulleitung@oberschule-bodenwerder.de
Oberschule Bohmte<br>,info@obsbohmte.de
Oberschule Bomlitz<br>,HRS-Bomlitz@web.de
Oberschule Borssum<br>,sekretariat@oberschuleborssum.de
Oberschule Braunlage<br>,schulleitung@hrs-braunlage.de
Oberschule Bruchhausen-Vilsen<br>,hrs-bruvi@schulnet.diepholz.de
Oberschule Bösel<br>,obs-boesel@obs-boesel.de
Oberschule Bunde<br>,obs.bunde@t-online.de&#65279;
Oberschule Burgwedel<br>,info@obs-burgwedel.de
Oberschule Cappeln<br>,info@obscappeln.de
Oberschule Celle1<br>,info@obs1celle.de
Oberschule Dahlenburg<br>,SZDahlenburg.rektor@schoeja.de
Oberschule Deegfeld<br>, obs-deegfeld@schulen-noh.de
Oberschule Delligsen<br>mit Außenstelle Duingen,sekretariat@oberschule-delligsen.de
Oberschule Dinklage<br>mit gymnasialem Angebot,oberschule.dinklage@ewe.net
Oberschule Dörpen<br>,Schulzentrum.Doerpen@t-online.de
Oberschule Dörverden<br>,Schulzentrum-Doerverden@t-online.de
Oberschule Ebstorf<br>,sekretariat@oberschule-ebstorf.de
Oberschule Elsfleth<br>,sekretariat@schulzentrum-elsfleth.de
Oberschule Emstek<br>ehem. Haupt- und Realschule Emstek,sekretariat@obs-emstek.de
Oberschule Essen<br>,oberschule@essen-oldb.de
Oberschule Esterwegen<br>mit gymn. Angebot,Schulzentrum-Esterwegen@t-online.de
Oberschule Eversten<br>,verwaltung@obs-eversten.de
Oberschule Flotwedel<br>,info@obs-flotwedel.de
Oberschule Ganderkesee<br>,schulleitung@obs-ganderkesee.de
Oberschule Garbsen 1<br>,sekretariat@chrsgarbsen.de
Oberschule Garrel<br>mit gymn. Angebot,oberschulegarrel@gmx.de
Oberschule Gehrden<br>mit gymn. Angebot,sekretariat@obsgehrden.de
Oberschule Hagen a.T.W<br>,info@oberschule-hagen-atw.de
Oberschule Hanstedt<br>,schule@hrs-hanstedt.de
Oberschule Harpstedt<br>,oberschule@harpstedt.de
Oberschule Hattorf<br>,sekretariat@obshattorf.de
Oberschule Hermannsburg<br>,schulleitung@oberschule-hermannsburg .de
Oberschule Herrentor<br>,h.ehrlich-rse@realschule-emden.com
Oberschule Herzberg am Harz<br>,schulleiter@obs-herzberg.de
Oberschule Hessisch Oldendorf<br>mit gymnasialen Angebot,sekretariat@obs-ho.de
Oberschule Hilter<br>,info@obs-hilter.de
Oberschule Hämelerwald<br>,mail@obs-hw.de
Oberschule Hodenhagen<br>,Schulleitung@Oberschule-Hodenhagen.de
Oberschule Hohenkirchen<br>,oberschule-hohenkirchen@ewe.net
Oberschule Holzminden<br>,kontakt@obs-holzminden.de
Oberschule Hoya<br>,info@obs-hoya.de
Oberschule im Seevetal<br>,info@obsimseevetal.de
Oberschule Jade<br>,obs-jade@gmx.de
Oberschule Jesteburg<br>mit gymnasialem Angebot,info@oberschule-jesteburg.de
Oberschule Kloster Barthe<br>,hesel@schuleklosterbarthe.de
Oberschule Lachendorf<br>mit gymnasialem Angebot,info@oberschule-lachendorf.de
Oberschule Lamspringe<br>,info@obs-lamspringe.de
Oberschule Langelsheim<br>,oberschule-langelsheim@landkreis-goslar.de
Oberschule Langen<br>Oberschule Langen mit gymnasialem Zweig,sekretariat@obs-langen.de
Oberschule Lastrup<br>,obs@schulzentrum-lastrup.de
Oberschule Lehre<br>,info@schule-lehre.de
Oberschule Lengerich<br>,OBS-Lengerich@t-online.de
Oberschule Loccum<br>,sekretariat@obs-loccum.de
Oberschule Marklohe<br>,sekretariat@obs-marklohe.de
Oberschule Neuenkirchen-Vörden<br>,oberschule-neuenkirchen-voerden@gmx.de
Oberschule Neu Wulmstorf<br>,sekretariat@oberschule-neu-wulmstorf.de
Oberschule Norden<br>,Oberschule@Norder-Schulen.de
Oberschule Obenstrohe<br>,verwaltung@obs-obenstrohe.de
Oberschule Ofenerdiek<br>,info@obs-ofenerdiek.de
Oberschule Osternburg<br>,verwaltung@obs-osternburg.de
Oberschule Papenteich<br>mit gymnasialen Angebot,mail@obs-papenteich.de
Oberschule Pingel Anton<br>,pingelanton1@ewetel.net
Oberschule Rodenkirchen<br>,schule@hrs-rodenkirchen.de
Oberschule Salzbergen<br>,info@oberschule-salzbergen.de
Oberschule Salzhausen<br>,sekretariat@obs-salzhausen.de
Oberschule Sande<br>,schulzentrum@obs-sande.de
Oberschule Schiffdorf<br>,sekretariat@oberschule-schiffdorf.de
Oberschule Schüttorf<br>,kontakt@oberschule-schuettorf.de
Oberschule Schulzentrum Lohne<br>,verwaltung@szlohne.de
Oberschule Schwaförden<br>mit Außenstelle Ehrenburg,ehrenburg@schulnet.diepholz.de
Oberschule Süd Delmenhorst<br>,sz.sued-del@ewetel.net
Oberschule Seesen<br>,obs-seesen@landkreis-goslar.de
Oberschule Söhlde<br>,oberschule.soehlde@obs-soehlde.de
Oberschule Sickte<br>,sekretariat@obs-sickte.de
Oberschule Soltau<br>mit Außenstelle Wietzendorf,info@obs-soltau.de
Oberschule Spelle<br>mit gymn. Angebot,info@oberschule-spelle.de
Oberschule Stadtoldendorf<br>,OBS.Stadtoldendorf@web.de
Oberschule Steimbke<br>,obs.Steimbke@gmx.de
Oberschule Steinkirchen<br>,sekretariat@oberschule-steinkirchen.de
Oberschule Twist<br>- Schule am See -,obs-twist@t-online.de
Oberschule Uchte<br>,schulleitung@obs-uchte.de
Oberschule Uelsen<br>,sekretariat@obs-uelsen.de
Oberschule Uplengen<br>mit Außenstelle Alter Postweg,schulleiter@obs-uplengen.de
Oberschule Varel<br>,verwaltung@obs-varel.de
Oberschule Varrel<br>,obs-varrel@schulnet.diepholz.de
Oberschule Visselhövede<br>mit gymn. Angebot,sekretariat.aufderloge@obs-visselhoevede.de
Oberschule Wagenfeld<br>,verwaltung@oberschule-wagenfeld.de
Oberschule Wathlingen<br>mit gymn. Angebot,info@oberschule-wathlingen.de
Oberschule Wesendorf<br>Europaschule,sekretariat@obswesendorf.de
Oberschule Westercelle<br>,info@oberschule-westercelle.de
Oberschule Wiefelstede<br>mit gymnasialem Angebot,verwaltung@oberschule-wiefelstede.de
OBS Calberlah<br>, info@obs-calberlah.de
OBS Edewecht<br>,edo@ewe.net
OBS Mittelweser<br>,sekretariat@schloss-schule-stolzenau.de
OBS Northeim<br>Oberschule,verwaltung@oberschule-northeim.de
OBS Stadtmitte<br>,info@obs-mitte.de
OBS Weener mit gymnasialem Zweig<br>u. Außenstelle Floorenstrasse,schulleitung@obs-weener.de
OBS-Z Nienburg<br>,verwaltung@obsz-nienburg.de
Oskar-Schindler-Gesamtschule<br>IGS,o.schindler-igs@schulen-hildesheim.de
Oste-Grundschule Heeslingen<br>,gs.heeslingen.sekretariat@ewetel.net
Oste-Hamme-Schule Gnarrenburg<br>OBS mit gymn. Angebot,info@oberschule.gnbg.de
Osteschule<br> Haupt- und Realschule Hemmoor,sekretariat@osteschule.de
Oststadtschule<br>Grundschule,GSOststadtschule@t-online.de
Otfried-Preußler-Schule<br>,Otfried-Preussler-Schule@Hannover-Stadt.de
Otto-Hahn-Gymnasium<br>,Verwaltung@ohgspringe.de
Otto-Hahn-Gymnasium Gifhorn<br>,verwaltung@ohg-gf-mail.de
Otto-Hahn-Gymnasium Göttingen<br>,ohg@goettingen.de
Otto-Hahn-Schule<br>Haupt- und Realschule,schulverwaltung@ohs-hrs-wunstorf.de
Ovakara Grundschule Hillerse<br>,schulleitung@grundschule-hillerse.de
Overbergschule<br>Grundschule f. Schüler kath. Bek.,buero@Overbergschule-Delmenhorst.de
Overbergschule<br>Grundschule f. Schüler kath. Bek,verwaltung.ovb@overbergschule-vechta.net
Overbergschule<br>Verlässliche Grundschule,overbergschule-voltlage@t-online.de
Overbergschule Meppen<br>Grundschule f. Schüler kath. Bek,overbergschule@ewetel.net
Papenschule<br>Grundschule,Sekretariat-papenschule@hameln.de
Parkschule<br>Grundschule,parkschule@ewetel.net
Paula Modersohn-Becker Grundschule Erichshof<br>,sekretariat@gs-erichshof.de
Paul-Gerhardt-Schule<br>Grundschule f. Schüler ev. Bek,paul-gerhardt-schule1@ewetel.net
Paul-Gerhardt-Schule<br>Grundschule,paul-gerhardt-schule@ewetel.net
Paul-Gerhardt-Schule<br>Gymnasium in freier Trägerschaft,pgs.dassel@pgs-portal.de
Paul-Gerhardt-Schule Lingen<br>Grundschule,sekretariat@pgs-lingen.de
Paul-Maar-Grundschule Sudweyhe<br>,schulleitung@gs-sudweyhe.de
Paul-Maar-Schule<br>,gs-hilkerode@t-online.de
Paulusschule<br>Grundschule,paulusschule@ewetel.net
Paulusschule<br>Oberschule in kirchl. Trägerschaft,info@paulus-ol.de
Pestalozzi-Grundschule<br>,info@pestalozzi-grundschule.de
Pestalozzi-Grundschule<br>,info@pestalozzi-grundschule-misburg.de
Pestalozzischule<br>Grundschule,gs-pestalozzi@schulen-noh.de
Pestalozzischule<br>Oberschule,pestalozzischule@Hannover-Stadt.de
Pestalozzischule Einbeck<br>Grundschule,pestalozzischule-einbeck@t-online.de
Pestalozzi-Schule Hameln<br>Grund- und Oberschule,pestalozzi-schule@hameln.de
Peter-Lehmann-Schule<br>Grundschule in Sage,vwa@pls-sage.de
Peter-Ustinov-Schule<br>Oberschule mit gymnasialem Zweig,info@hrs-hude.de
Peter-Ustinov-Schule<br>Oberschule Ricklingen,Peter-Ustinov-Schule@Hannover-Stadt.de
Pfälzerschule Plaggenburg<br>Grundschule,pfaelzerschule@plaggenburg.aurich.de
Phoenix Gymnasium Wolfsburg-Vorsfelde<br>,phoenixgymnasium@wolfsburg.de
Plesseschule Reyershausen<br>Grundschule,plesseschule@t-online.de
Plytenbergschule<br>Grundschule,info@plytenbergschule.de
Porta-Coeli-Schule<br>Oberschule mit Gymnasialzweig in Himmelpforten,sekretariat@porta-coeli-schule.de
PrinzHöfte-Schule Bassum<br>Schule i. fr. Trägerschaft,sekretariat@prinzhoefte-schule.de
Prof.-Hermann-Rauhe-Schule<br>Offene Ganztagsgrundschule,GSWanna@t-online.de
Raabeschule<br>Gymnasium,raabeschule@braunschweig.de
Rainald-von-Dassel-Schule<br>Oberschule,kontakt@rvd-schule.net
Ratsgymnasium Goslar<br>,sekretariat@ratsgymnasium-goslar.de
Ratsgymnasium Osnabrück<br>,sekretariat@ratsgymnasium-os.de
Ratsgymnasium Peine<br>,ratsgymnasium@landkreis-peine.de
Ratsgymnasium Rotenburg<br>,sekretariat@ratsgymnasium-row.de
Ratsgymnasium Stadthagen<br>Europaschule,info@ratsgymnasium-stadthagen.de
Ratsgymnasium Wolfsburg<br>,ratsgymnasium@rgwob.de
Ratsschule<br>Grundschule,info@ratsschule-berenbostel.de
Ratsschule Melle<br>Oberschule,Oberschule@ratsschule.de
Rückertschule<br>Grundschule,verwaltung-rueckert-schule@osnanet.de
Realschule Achim<br>,realschule.achim@ewetel.net
Realschule am Drömling Rühen<br>,info@rs-ruehen.de
Realschule Am Kattenberge<br>,rsamkattenberge@t-online.de
Realschule auf dem Röddenberg<br>,rs@realschule-osterode.de
Realschule Bad Bentheim<br>,info@realschule-badbentheim.de
Realschule Bad Iburg<br>,schulleitung@rsbadiburg.de
Realschule Barßel<br>,info@rs-barssel.de
Realschule Bleckede<br>,rs.bleckede@web.de
Realschule Bramsche<br>,info@rs-bramsche.de
Realschule Burgdorf<br>,verwaltung@rs-burgdorf.de
Realschule Camper Höhe<br>,Sekretariat@rscampe.de
Realschule Cuxhaven<br>,realschule-cuxhaven@schule.kreis-cux.de
Realschule Damme<br>,info@realschule-damme.de
Realschule Delmenhorst<br>,verwaltung@rsdelme.de
Realschule Diepholz<br>,schulleitung@realschule-diepholz.de
Realschule Dissen<br>,info@realschule-dissen.de
Realschule Dornum<br>,post@realschule-dornum.de
Realschule Edemissen<br>,mail@rs-edemissen.de
Realschule Friesoythe<br>,realschule@friesoythe.de
Realschule Gebhardshagen<br>,schulleitung@rsg-sz.de
Realschule Georg-Eckert-Straße<br>,schulleitung@rs-ge.de
Realschule Georgsmarienhütte<br>,sekretariat@realschulegmh.de
Realschule Goldene Aue<br>,rsga@landkreis-goslar.de
Realschule Groß Ilsede<br>,rs.ilsede@t-online.de
Realschule Himmelsthür<br>,rs-himmelsthuer@schulen-hildesheim.de
Realschule Hohenhameln<br>,schulleitung@rs-hohenhameln.eu
Realschule Isenbüttel<br>, info@obs-calberlah.de
Realschule Isernhagen<br>auslaufend,Realschule.Malinowski@Isernhagen.de
Realschule John-F.-Kennedy-Platz<br>,rskennedyplatz@braunschweig.de
Realschule Langendamm<br>,sekretariat@realschule-langendamm.de
Realschule LebenLernen Ersatzschule<br>der Oskar Kämmer Schule,t.freise@oks.de
Realschule Lehrte<br>,Realschule@Lehrte.de
Realschule Lohne<br>,realschule.lohne@t-online.de
Realschule Maschstraße<br>,realschule.maschstrasse@braunschweig.de
Realschule Misburg<br>,RealschuleMisburg@Hannover-Stadt.de
Realschule Munster<br>im Schulzentrum Schützenwald,sekretariat@realschule-munster.de
Realschule Nienburg<br>,sekretariat@realschule-nienburg.de
Realschule ProMint Stade<br>Realschule in freier Trägerschaft (Ersatzschule),sps@stader-privatschule.de
Realschule Rahn<br>Ersatzschule in freier Trägerschaft,info@rahn-realschule.de
Realschule Salzgitter-Bad<br>,verwaltung@rs-sz-bad.de
Realschule Salzgitter-Thiede<br>,RS-Thiede.Schulleiter@t-online.de
Realschule Schöningen<br>Hauptstelle,realschule-schoeningen@t-online.de
Realschule Süd Buxtehude<br>,sekretariat@rs-buxtehude.de
Realschule Sidonienstraße<br>,alexandra.lambrecht@braunschweig.de
Realschule Syke<br>,Realschule@syke.de
Realschule Uetze<br>,sekretariat@rsuetze.de
Realschule Vechelde<br>,RS-Vechelde@t-online.de
Realschule Vorsfelde<br>,info@rs-vorsfelde.de
Realschule Wallenhorst<br>,rswallenhorst@gmx.de
Realschule Wedemark<br>,verwaltung@realschule-wedemark.de
Realschule Wildeshausen<br>,info@rswildeshausen.de
Regebogenschule Sillenstede<br>,VGS-Sillenstede@ewetel.net
Regenbogenschule<br>,Elliehausen@goettingen.de
Regenbogenschule<br>Grundschule,regenbogenschule@sarstedt.de
Regenbogenschule<br>,sekretariat@regenbogenschule.com
Regenbogenschule Groß Oesingen<br>,regenbogenschulegrossoesingen@t-online.de
Regenbogenschule-Grundschule<br>,Regenbogenschule@wolfsburg.de
Regenbogenschule Höckelheim<br>Grundschule,info@grundschule-hoeckelheim.de
Regenbogenschule Seelze<br>,grundschule.seelze@htp-tel.de
Regenbogenschule Stolzenau<br>Grundschule,gs.stolzenau@t-online.de
Regenbogenschule Waake<br>,grundschule-waake@t-online.de
Regenbogenschule Weetzen<br>Grundschule,regenbogenschule-weetzen@gmx.de
Rehbachschule<br>,GS-Volpriehausen@t-online.de
Reilschule<br>Grundschule,mail@reilschule-aurich.de
Reinhard-Horn-Grundschule Rhumspringe<br>,GSRhumspringe@t-online.de
Renataschule<br>Realschule,rs-renataschule@schulen-hildesheim.de
Ricarda-Huch-Schule<br>Gymnasium,info@rhs-bs.de
Ricarda-Huch-Schule<br>Gymnasium,Ricarda-Huch-Schule@Hannover-Stadt.de
Richard-von-Weizsäcker Schule<br>Oberschule,mail@rvw-schule.de
Ritterhofschule<br>Grundschule,GrundschulePolle@t-online.de
Ritzebütteler Schule<br>Grundschule,Ritzebuetteler.Schule@t-online.de
Robert-Bosch-Gesamtschule<br>IGS Hildesheim,rbg@schulen-hildesheim.de
Robert-Dannemann-Schule<br>Oberschule mit gymn. Angebot,schulleitung@rds-westerstede.de
Robert-Koch-Realschule<br>,verwaltung@rks-langenhagen.de
Robert-Koch-Schule<br>Gymnasium,rks-clz@landkreis-goslar.de
ROBIGS<br>ROSEN Bilinguale Grundschule,info@robigs.de
Rosa-Parks-Grundschule<br>,rosa-parks-grundschule@hannover-stadt.de
Rosenborn Grundschule<br>,Rosenborn.Grundschule@t-online.de
Rosengarten-Oberschule<br>mit gymnasialem Angebot,schulleitung@oberschule-rosengarten.de
Rosenplatzschule<br>Grundschule,info@rosenplatzschule.de
Roswitha-Gymnasium<br>Bad Gandersheim,sekretariat.roswitha.gymnasium@t-online.de
Rudolf-Bembenneck-Gesamtschule<br>IGS Burgdorf,verwaltung@rbg-burgdorf.de
Rudolf-Steiner-Schule Lüneburg<br>in freier Trägerschaft,info@waldorf-lueneburg.de
Rudolf Steiner Schule Nordheide<br>in freier Trägerschaft,info@rss-nordheide.de
Rudolf-Steiner-Schule Ottersberg<br>in freier Trägerschaft,verwaltung@frss-ottersberg.de
Ruhmetalschule<br>Oberschule Katlenburg-Lindau,verwaltung@rhumetalschule.de
Sahlenburger Schule<br>Grundschule,gs-sahlenburg@t-online.de
Sally-Perel-Gesamtschule<br>,info@sp-gs.de
Sally-Perel-Realschule<br>Meinersen,sekretariat@rs-meinersen.de
Sandbachschule OGS Schandelah<br>,sekretariat@sandbachschule.de
Sankt-Andreas-Schule<br>Grundschule f. Schüler kath. Bek,Grundschule_St._Andreas@t-online.de
Scharnhorstgymnasium<br>,scharnhorstgymnasium@schulen-hildesheim.de
Scharnhorstschule<br>Grundschule,Scharnhorstschule@t-online.de
Schiller-Gymnasium<br>-Europaschule-,sekretariat@sghm.de
Schiller-Oberschule<br>Sarstedt,info@schiller-oberschule-sarstedt.de
Schillerschule<br>Gymnasium,schule@schillerschule-hannover.de
Schloss-Schule Bevern<br>Grundschule,info@schloss-schule-bevern.de
Schloss-Schule<br>auslaufende Aufhebung ab 01.08.15,sekretariat@schloss-schule-stolzenau.de
Schroeterschule<br>,gs-schroeterschule@lilienthal.de
Schule Altes Amt<br>Haupt- und Realschule,schule@hrs.friedeburg.de
Schule am Auetal<br>Oberschule,buero-obs@sz-ahlerstedt.de
Schule am Berg<br>Grundschule Schledehausen,info@grundschule-schledehausen.de
Schule am Botanischen Garten<br>,verwaltung@schuleambotanischengarten.de
Schule am Deich<br>Grundschule Marschacht,grundschule@marschacht.de
Schule am Dobrock<br>Oberschule,sekretariat@schule-am-dobrock.de
Schule am Düvelshöpen<br>Hauptschule Tostedt,hauptschule-tostedt@ewetel.net
Schule am Geestmor<br>Oberschule Rehden,rehden@schulnet.diepholz.de
Schule am Grafel<br>Grundschule,gsgrafel@rotenburg-wuemme.de
Schule Am Gutspark<br>Grund- und Hauptschule, Ganztagsschule,gutspark@t-online.de
Schule am Hohen Hagen<br>Oberschule,schulleitung@sahh.de
Schule am Hohen Rade<br>Oberschule Lamstedt,schulleitung@obslamstedt.de
Schule am Ilmer Barg<br>Grund- und Oberschule,verwaltung@ilmer-barg.de
Schule am Ith<br>Grundschule,schule-am-ith@t-online.de
Schule am Kanstein<br>Kooperative Gesamtschule,info@kgs-salzhemmendorf.de
Schule am Katzenberg<br>Oberschule,sekretariat@schule-adendorf.de
Schule am Lindhoop<br> Ganztagsschule,info@schule-am-lindhoop.de
Schule am Mainbach<br>Verlässliche Grundschule,schule-am-mainbach@hameln.de
Schule am Osterfehn<br>Haupt- und Realschule Ostrhauderfehn,sekretariat@schule-am-osterfehn.de
Schule Am Roten Berg<br>Oberschule,verwaltung@sarb-hasbergen.de
Schule am Sandberg<br>,info@schule-am-sandberg.lueneburg.de
Schule am Schiffshebewerk<br>Oberschule,post@schule-am-schiffshebewerk.de
Schule am Schloss<br>Oberschule,info@obs-soegel.de
Schule am Schloss<br>Oberschule,schulzentrum-liebenburg.sekretariat@landkreis-goslar.de
Schule am Schlosspark<br>Oberschule,info@schule-am-schlosspark.de
Schule am Sultmer<br>Grundschule,sultmerschule@t-online.de
Schule am Wald<br>Grundschule Nortmoor,Grundschule-Nortmoor@t-online.de
Schule am Weserbogen<br>Grundschule Wechold,schule-am-weserbogen@t-online.de
Schule am Wingster Wald<br>Grundschule,info@grundschule-wingst.de
Schule an der Deilich<br>Oberschule,info.obs-badharzburg@landkreis-goslar.de
Schule an der Ellerbäke<br>Oberschule,schule@obs-bookholzberg.de
Schule an der Linde Mehle<br>Verlässl. Grundschule der Stadt Elze,schulleitung@grundschule-mehle.de
Schule an der Mühle<br>Grundschule Schiffdorf,grundschule-schiffdorf@t-online.de
Schule an der Mühle<br>Oberschule,obs-bederkesa@schule.kreis-cux.de
Schule an der Wieste<br>Oberschule Sottrum,schulleitung@obs-sottrum.de
Schule an der Wipperau<br>Inklusive Oberschule Rosche,obs-rosche@t-online.de
Schule Geestequelle<br>Grund- und Oberschule,info@schule-oerel.de
Schule Godshorn<br>Grundschule,info@schule-godshorn.de
Schule Hastenbeck<br>Grundschule,gs15.hastenbeck@freenet.de
Schule im Allertal<br>Oberschule Winsen mit gymn. Angebot,info@Schule-im-Allertal.de
Schule im Borsteler Grund<br>,rieckmann@grundschule-borstel.de
Schule im Hummetal<br>Oberschule,sekretariat@sih-aerzen.de
Schule im Innerstetal<br>Haupt- und Realschule,hrs-innerstetal@lk-wf.de
